capr1	82.25072403806371	24.569304943084717
capr2	65.35433070866142	1.2247250080108643
capr3	82.13552361396304	3.8876047134399414
capr4	85.86666666666666	3.2263734340667725
capr5	73.27188940092167	1.8470613956451416
capr6	84.5505617977528	2.3617281913757324
capr7	91.25925925925925	5.490276098251343
capr8	80.68006182380216	5.831364631652832
capr9	87.46081504702194	26.25479793548584
capr10	89.43338437978561	4.713394641876221
capr11	73.59413202933985	3.0697529315948486
capr12	55.46218487394958	1.4790019989013672
capr13	79.70011534025375	6.580404996871948
capr14	76.47058823529412	0.922600269317627
capr15	79.6711509715994	5.362650632858276
capr16	86.80981595092024	2.906229019165039
capr17	75.25773195876289	1.582768440246582
capr18	81.85185185185185	2.190145969390869
capr19	79.75708502024291	2.448453426361084
capr20	80.71428571428571	3.716062068939209
capr21	82.84518828451883	2.0176050662994385
capr22	73.07692307692308	2.328773021697998
capr23	86.81318681318682	1.4291784763336182
capr24	83.85650224215247	1.7473278045654297
capr25	82.63888888888889	1.0302879810333252
